,scores
1862,13.154999733
1863,13.154999733
1864,13.154999733
1886,13.154999733
1887,13.154999733
1888,13.154999733
1910,13.154999733
1911,13.154999733
1912,13.154999733
2509,13.6610002518
2510,13.6610002518
2511,13.6610002518
2512,13.640999794
2513,13.640999794
2533,13.6610002518
2534,13.7950000763
2535,13.7950000763
2536,13.7950000763
2537,13.640999794
2557,13.6610002518
2558,13.7950000763
2559,13.7950000763
2560,13.7950000763
2561,13.640999794
2582,13.7950000763
2583,13.7950000763
2584,13.7950000763
3157,13.3459997177
3158,13.3459997177
3159,13.3459997177
3181,13.6610002518
3182,13.6610002518
3183,13.6610002518
3184,13.640999794
3185,13.640999794
3205,13.6610002518
3206,13.7950000763
3207,13.7950000763
3208,13.7950000763
3209,13.640999794
3229,13.6610002518
3230,13.7950000763
3231,13.7950000763
3232,13.7950000763
3233,13.640999794
3254,13.7950000763
3255,13.7950000763
3256,13.7950000763
3829,13.3459997177
3830,13.3459997177
3831,13.9689998627
3832,13.9689998627
3833,13.9689998627
3853,13.6610002518
3854,13.6610002518
3855,13.9689998627
3856,13.9689998627
3857,13.9689998627
3877,13.6610002518
3878,13.7950000763
3879,13.9689998627
3880,13.9689998627
3881,13.9689998627
3901,13.6610002518
3902,13.7950000763
3903,13.7950000763
3904,13.7950000763
3905,13.640999794
3926,13.7950000763
3927,13.7950000763
3928,13.7950000763
4501,13.3459997177
4502,13.3459997177
4503,13.9689998627
4504,13.9689998627
4505,13.9689998627
4525,13.3459997177
4526,13.6009998322
4527,13.9689998627
4528,13.9689998627
4529,13.9689998627
4549,13.3459997177
4550,13.6009998322
4551,13.9689998627
4552,13.9689998627
4553,13.9689998627
4573,13.1400003433
4574,13.6009998322
4575,13.6009998322
4576,13.6009998322
5173,13.343000412
5174,13.343000412
5175,13.9689998627
5176,13.9689998627
5177,13.9689998627
5197,13.343000412
5198,13.343000412
5199,13.9689998627
5200,13.9689998627
5201,13.9689998627
5221,13.343000412
5222,13.343000412
5223,13.9689998627
5224,13.9689998627
5225,13.9689998627
5776,13.5760002136
5777,13.5760002136
5778,13.5760002136
5800,14.1829996109
5801,14.1829996109
5802,14.1829996109
5803,12.8459997177
5824,14.1829996109
5825,14.1829996109
5826,14.1829996109
5827,12.8459997177
5848,14.1829996109
5849,14.1829996109
5850,14.1829996109
5851,12.8459997177
6447,14.1400003433
6448,14.1400003433
6449,14.1400003433
6450,13.5760002136
6471,14.1400003433
6472,16.1040000916
6473,16.1040000916
6474,16.1040000916
6475,12.8459997177
6495,14.1400003433
6496,16.1040000916
6497,16.1040000916
6498,16.1040000916
6499,13.517999649
6500,13.517999649
6501,13.517999649
6519,13.6330003738
6520,16.1040000916
6521,16.1040000916
6522,16.1040000916
6523,13.517999649
6524,13.517999649
6525,13.517999649
6547,13.517999649
6548,13.517999649
6549,13.517999649
7094,12.9530000687
7095,12.9530000687
7096,12.9530000687
7118,14.9169998169
7119,16.4290008545
7120,16.4290008545
7121,16.4290008545
7122,13.5760002136
7142,14.9169998169
7143,16.4290008545
7144,16.4290008545
7145,16.4290008545
7146,16.1040000916
7147,12.8459997177
7166,14.9169998169
7167,16.4290008545
7168,16.4290008545
7169,16.4290008545
7170,16.1040000916
7171,13.517999649
7172,13.517999649
7173,13.517999649
7191,14.3579998016
7192,16.1040000916
7193,16.1040000916
7194,16.1040000916
7195,13.517999649
7196,13.517999649
7197,13.517999649
7219,13.517999649
7220,13.517999649
7221,13.517999649
7442,13.8229999542
7443,13.8229999542
7444,13.8229999542
7765,12.8199996948
7766,14.4029998779
7767,14.4029998779
7768,14.4029998779
7789,13.404999733
7790,16.0270004272
7791,16.4290008545
7792,16.4290008545
7793,16.4290008545
7794,14.1969995499
7813,13.404999733
7814,16.0270004272
7815,16.4290008545
7816,16.4290008545
7817,16.4290008545
7818,16.1040000916
7819,13.970000267
7837,13.404999733
7838,16.0270004272
7839,16.4290008545
7840,16.4290008545
7841,16.4290008545
7842,16.1040000916
7843,14.4899997711
7844,14.4899997711
7845,13.517999649
7863,14.3579998016
7864,16.1040000916
7865,16.1040000916
7866,16.1040000916
7867,14.4899997711
7868,14.4899997711
7869,13.517999649
7890,14.4899997711
7891,14.4899997711
7892,14.4899997711
7893,13.517999649
8114,13.8229999542
8115,13.8229999542
8116,13.8229999542
8413,13.0329999924
8414,13.0329999924
8415,13.0329999924
8436,13.5559997559
8437,13.5559997559
8438,14.4029998779
8439,14.4029998779
8440,14.4029998779
8460,13.5559997559
8461,13.5559997559
8462,16.0270004272
8463,16.4290008545
8464,16.4290008545
8465,16.4290008545
8466,14.1969995499
8484,13.5559997559
8485,13.5559997559
8486,16.0270004272
8487,16.4290008545
8488,19.531999588
8489,19.531999588
8490,19.531999588
8491,16.5520000458
8509,13.404999733
8510,16.0270004272
8511,16.4290008545
8512,19.531999588
8513,20.8700008392
8514,20.8700008392
8515,20.8700008392
8516,14.4899997711
8535,15.7810001373
8536,19.531999588
8537,20.8700008392
8538,20.8700008392
8539,20.8700008392
8540,14.4899997711
8559,13.5509996414
8560,15.7449998856
8561,20.8700008392
8562,20.8700008392
8563,20.8700008392
8564,14.4899997711
8584,13.7530002594
8585,18.6930007935
8586,18.6930007935
8587,18.6930007935
8608,13.7530002594
8609,14.8330001831
8610,14.8330001831
8611,14.8330001831
8632,13.7530002594
8633,13.7530002594
8634,13.7530002594
8635,13.2670001984
8788,14.0839996338
9085,13.0329999924
9086,13.0329999924
9087,13.0329999924
9108,13.5559997559
9109,13.5559997559
9110,14.4029998779
9111,14.4029998779
9112,14.4029998779
9132,13.5559997559
9133,13.5559997559
9134,16.0270004272
9135,16.4290008545
9136,16.4290008545
9137,16.4290008545
9138,14.5880002975
9156,13.5559997559
9157,13.5559997559
9158,16.0270004272
9159,18.563999176
9160,19.531999588
9161,19.531999588
9162,19.531999588
9163,16.5520000458
9181,13.404999733
9182,16.0270004272
9183,18.563999176
9184,19.531999588
9185,20.8700008392
9186,20.8700008392
9187,20.8700008392
9188,14.4899997711
9206,12.9180002213
9207,18.563999176
9208,19.531999588
9209,20.8700008392
9210,20.8700008392
9211,20.8700008392
9212,14.4899997711
9230,12.9180002213
9231,13.5509996414
9232,15.7449998856
9233,20.8700008392
9234,20.8700008392
9235,20.8700008392
9236,14.4899997711
9255,13.1979999542
9256,13.8219995499
9257,18.6930007935
9258,18.6930007935
9259,18.6930007935
9280,13.8219995499
9281,14.8330001831
9282,14.8330001831
9283,14.8330001831
9304,13.8219995499
9305,13.8219995499
9306,13.8219995499
9307,13.2670001984
9331,13.156999588
9759,13.0329999924
9780,13.5559997559
9781,13.5559997559
9782,14.1400003433
9783,14.1400003433
9784,14.1400003433
9804,13.5559997559
9805,13.5559997559
9806,14.1400003433
9807,14.1400003433
9808,14.5880002975
9809,14.5880002975
9810,14.5880002975
9828,13.5559997559
9829,13.5559997559
9830,14.1400003433
9831,18.563999176
9832,19.531999588
9833,19.531999588
9834,19.531999588
9835,16.5520000458
9854,13.3350000381
9855,18.563999176
9856,19.531999588
9857,20.8700008392
9858,20.8700008392
9859,20.8700008392
9878,12.9180002213
9879,18.563999176
9880,19.531999588
9881,20.8700008392
9882,20.8700008392
9883,20.8700008392
9902,12.9180002213
9903,13.5509996414
9904,15.7449998856
9905,20.8700008392
9906,20.8700008392
9907,20.8700008392
9927,13.1979999542
9928,13.8219995499
9929,18.6930007935
9930,18.6930007935
9931,18.6930007935
9951,13.1979999542
9952,13.8219995499
9953,14.8330001831
9954,14.8330001831
9955,14.8330001831
9975,13.6990003586
9976,13.8219995499
9977,13.8219995499
